train,test
TCGA-B0-4810-01Z-00-DX1.c3874ffc-31ff-41c3-a474-48e2ff90783c,TCGA-CZ-5470-01Z-00-DX1.5d2b135c-a5e2-4e8a-a8bc-068239738f24
TCGA-B0-4842-01Z-00-DX1.d780158b-81c2-4ac9-b7a0-9c9386c6414c,TCGA-KL-8340-01Z-00-DX1.85fe33f4-87d5-4e36-9389-d093cde30f80
TCGA-B0-4822-01Z-00-DX1.02168abf-0d65-4bdf-b740-e1e082dd9d03,TCGA-CZ-4857-01Z-00-DX1.90c14c89-55ff-40dd-a721-e0c29aa10de9
TCGA-CZ-4864-01Z-00-DX1.4c3b083b-cfd3-4b75-9a5f-49286af1b433,TCGA-BP-5183-01Z-00-DX1.f84b4982-b51e-4220-a80b-767ecbb3e20f
TCGA-B0-5693-01Z-00-DX1.357ab4bd-c410-4843-96a2-8b6c5b56d9d6,TCGA-B0-5115-01Z-00-DX1.f07e128b-5a67-409a-a420-ce953f291364
TCGA-UW-A72S-01Z-00-DX1.EA180EA6-ADD1-4ECC-89D8-082B185AC2B4,TCGA-KM-A7QL-01Z-00-DX1.2447532C-3635-4F36-952E-F5A5A566A7DB
TCGA-B8-A54H-01Z-00-DX1.7DE86788-D09C-471E-B62D-2597EEAC3326,TCGA-KO-8411-01Z-00-DX1.57A47A81-003C-4F34-B8FA-D1313114892F
TCGA-DW-7839-01Z-00-DX1.A532D9CE-7D14-47B8-8AB3-524F4C7364BE,TCGA-BQ-5888-01Z-00-DX1.77e4e7b3-2515-464f-97cc-21be0dda33e5
TCGA-BP-5186-01Z-00-DX1.d4aa0ed3-0eb7-4317-ba06-decced7e57f1,TCGA-B0-4698-01Z-00-DX1.e50fd25d-db5f-419f-b400-911fce1333d0
TCGA-CZ-5460-01Z-00-DX1.369e0c80-f187-4e65-bf6b-e6e088fcc895,TCGA-KL-8337-01Z-00-DX1.78306056-304b-44c3-87cd-46d3785b7204
TCGA-CJ-5689-01Z-00-DX1.1CA26D07-2719-4EE4-98F8-01E0551E937C,TCGA-NP-A5H5-01Z-00-DX1.E6434A29-9182-4476-9E89-62B9C8EABC5B
TCGA-Y8-A8S0-01Z-00-DX1.B7010362-0F7C-4094-A9AD-925443CCAC50,TCGA-2Z-A9JD-01Z-00-DX1.46779418-49C3-4E76-BFC7-1711219548A7
TCGA-BP-5168-01Z-00-DX1.7300af72-5dae-4b4c-bb73-62be8720006e,TCGA-B0-5706-01Z-00-DX1.3e5b4737-48e5-44af-b029-f4091812c13b
TCGA-KN-8432-01Z-00-DX1.D4136A31-C2DC-432C-96FB-FD5EE47ECC0D,TCGA-BQ-7051-01Z-00-DX1.65455f33-f60b-4d48-ae7f-bea032db696a
TCGA-A3-3326-01Z-00-DX1.2caeb5df-3522-4205-80ca-3373026f49b9,TCGA-KN-8435-01Z-00-DX1.99219621-93BA-448B-8AFE-AEECA888BDA4
TCGA-2Z-A9JN-01Z-00-DX1.714E8577-5BAE-4D99-92DF-1B75500D7AED,TCGA-CJ-5676-01Z-00-DX1.9B227E1C-E4E1-4E1B-97CB-A4B8F2D27DC6
